name,all_reviews,developer,publisher,popular_tags,game_details,genre,mature_content,minimum_requirements,original_price
infinity: battlescape,,"I-Novae Studios, LLC","I-Novae Studios, LLC,I-Novae Studios, LLC","Early Access,Action,Massively Multiplayer,Indie,Early Access,Simulation,Space,Sci-fi,Space Sim","Multi-player,Online Multi-Player,MMO,Online Co-op,Partial Controller Support,Steam is learning about this game 
									","Action,Indie,Massively Multiplayer,Simulation,Early Access",,"Minimum:,Requires a 64-bit processor and operating system,OS:,Windows 7, 64 bits,Processor:,Intel core i3/i5 @ 3.4 Ghz or above or AMD equivalent,Memory:,8 GB RAM,Graphics:,NVidia GeForce 970 GTX or AMD equivalent ( 4 GB VRAM ),DirectX:,Version 11,Network:,Broadband Internet connection,Storage:,15 GB available space,Additional Notes:,30-60 fps in 1080p in Low/Medium",
zero strain,,Kaio Meris,"Kaio Meris,Kaio Meris","Indie,Action,Shoot 'Em Up,Anime,Arcade,Bullet Hell,Controller","Single-player,Steam Achievements,Full controller support,Steam Cloud,Steam is learning about this game 
									","Action,Indie",,"Minimum:,Requires a 64-bit processor and operating system,OS:,Windows 7/8/10 (64 bit only),Processor:,Intel Core i3 6100 3.7 GHz or AMD Ryzen 3 1200 3.1 GHz,Memory:,8 GB RAM,Graphics:,NVIDIA GeForce GTX 750 ti or AMD Radeon R7 360 (VRAM 2GB),DirectX:,Version 11,Storage:,4 GB available space,Additional Notes:,May need to reduce special effects or resolution.",
bad business,,"Hut 90, Inc.","Hut 90, Inc.,Hut 90, Inc.","Action,Indie,Short,Top-Down,Singleplayer,Fast-Paced,Tactical,Violent,Top-Down Shooter,Difficult,Shooter,Stealth,Gore,Blood,Strategy,Stylized,Arcade,3D,Third Person","Single-player,Steam Achievements,Full controller support,Steam Workshop,Steam Cloud,Stats,Steam Leaderboards,Includes level editor,Steam is learning about this game 
									","Action,Indie",,"Minimum:,OS:,Microsoft® Windows® Vista,Processor:,1.6GHz Intel Core 2 Duo or better,Memory:,4 GB RAM,Graphics:,1GB VRAM,Storage:,800 MB available space",
piko piko,,Marquet,"Marquet,Marquet","Action,Adventure,Indie","Single-player,Steam Achievements,Full controller support,Steam is learning about this game 
									","Action,Adventure,Indie",,"Minimum:,OS:,Windows XP or above,Processor:,1.0 Ghz or above,Memory:,1 GB RAM,Graphics:,Any DirectX 9.0 supported card,DirectX:,Version 9.0,Storage:,200 MB available space",
ai: the somnium files,,"Spike Chunsoft Co., Ltd.","Spike Chunsoft Co., Ltd.,Spike Chunsoft Co., Ltd.","Adventure,Gore,Violent","Single-player,Steam Achievements,Steam Trading Cards,Partial Controller Support,Steam Cloud",Adventure, Mature Content Description  The developers describe the content like this:  Blood and Gore Intense Violence Strong Language Suggestive Themes  ,"Minimum:,Requires a 64-bit processor and operating system,OS:,64-bit Windows 7,Processor:,Intel Core i7-3770 @ 3.40 GHz or better,Memory:,4 GB RAM,Graphics:,NVIDIA@ GeForce@ GTX 460 or better,DirectX:,Version 11,Storage:,20 GB available space,Sound Card:,DirectX compatible soundcard or onboard chipset,Additional Notes:,2 GB VRAM",
planetside arena,,Daybreak Game Company,"Daybreak Game Company,Daybreak Game Company","Massively Multiplayer,Action,Battle Royale,FPS,Multiplayer,Sci-fi,Shooter","Multi-player,Online Multi-Player","Action,Massively Multiplayer",,"Minimum:,OS:,Windows 7, 8, 8.1, 10 (64 bit only),Processor:,Intel i5-2500K,Memory:,4 GB RAM,Graphics:,NVIDIA GeForce GTX 570 series or higher,DirectX:,Version 10,Network:,Broadband Internet connection,Storage:,20 GB available space,Sound Card:,DirectX Compatible Sounds Card",
supersolar,,babadokia,"babadokia,babadokia","Action,Adventure,Indie,Top-Down,Isometric,Sci-fi,Singleplayer,Shooter,Dungeon Crawler,Exploration,Space,Robots","Single-player,Steam Achievements,Full controller support,Steam is learning about this game 
									","Action,Adventure,Indie",,"Minimum:,OS:,Windows 7 64-bit,Processor:,Quad-Core Intel or AMD, 2.5 Ghz or faster,Memory:,4 GB RAM,Graphics:,Geforce GTX 460 or Radeon HD 6850, 1024MB,Storage:,5 GB available space",
the unliving,,RocketBrush Studio,"RocketBrush Studio,RocketBrush Studio","Indie,Action,RPG,Adventure,Pixel Graphics,2D,Replay Value,Difficult,Singleplayer,Zombies,Retro,Story Rich,Tactical,Violent,Dark,Horror,Dark Fantasy,Fast-Paced,Fantasy,Colorful","Single-player,Full controller support,Steam is learning about this game 
									","Action,Adventure,Indie,RPG",,,
operencia: the stolen sun,,Zen Studios,"Zen Studios,Zen Studios","RPG,Grid-Based Movement,Turn-Based Combat,Party-Based RPG,Dungeon Crawler,Exploration,Story Rich,Puzzle,Fantasy,CRPG","Single-player,Steam Achievements,Full controller support,Steam Cloud",RPG,,"Minimum:,Requires a 64-bit processor and operating system,OS:,Windows 7/8.1/10 (64bit),Processor:,Intel Core i5-2500K or AMD equivalent,Memory:,8 GB RAM,Graphics:,NVIDIA GeForce GTX 760 (2048MB) or Radeon HD 7970 (3072MB),DirectX:,Version 11,Storage:,15 GB available space,Sound Card:,DirectX compatible sound card / integrated",
succubus,,Madmind Studio,"Madmind Studio,Madmind Studio","Adventure,Action,Demons,Sexual Content,Nudity,Horror,Exploration,Survival,Gore,Mature,Singleplayer,Violent,Psychological Horror,Survival Horror,Atmospheric,Action-Adventure,First-Person,Dark Fantasy,Walking Simulator,Psychedelic","Single-player,Steam Achievements,Partial Controller Support,Steam Cloud","Action,Adventure",,"Minimum:,OS:,Windows 7 / 8 / 10,Processor:,Intel Core i3 3.2 GHz, AMD Phenom II X4 955 - 4 Core, 3.2 GHz,Memory:,16 GB RAM,Graphics:,Radeon R9 280 or Nvidia GeForce GTX 660,DirectX:,Version 11,Storage:,17 GB available space,Sound Card:,DirectX compatible,Additional Notes:,system requirements may change during the game development.",
jack axe,,"Keybol,Mike Studios","Another Indie,Another Indie","Action,Adventure,Indie,Platformer,Local Multiplayer,2D,Funny,Multiplayer,Open World,Female Protagonist,Puzzle,Singleplayer,Co-op,Fantasy,GameMaker,Cute,Difficult,Pixel Graphics,Action-Adventure,Story Rich","Single-player,Multi-player,Online Multi-Player,Local Multi-Player,Co-op,Online Co-op,Local Co-op,Shared/Split Screen,Steam Achievements,Full controller support,Steam is learning about this game 
									","Action,Adventure,Indie",,,
ruins survival,,Tleubayev Zhandarbek,"Tleubayev Zhandarbek,Tleubayev Zhandarbek","Early Access,Indie,Adventure,Early Access,Action,Simulation,Gore,Violent,Massively Multiplayer,Survival","Multi-player,Steam Cloud,Steam is learning about this game 
									","Action,Adventure,Indie,Massively Multiplayer,Simulation,Early Access", Mature Content Description  The developers describe the content like this:  In the game there are scenes of violence against fictional creatures such as animals killed for the purpose of obtaining food. Direct or indirect killing of fictional characters in order to protect and / or survive.  ,"Minimum:,OS:,Windows 7 / 10,Processor:,Intel Core i3,Memory:,4 GB RAM,Graphics:,NVIDIA® GeForce® GTX 560 or better,Network:,Broadband Internet connection,Storage:,20 GB available space",
automachef,,Hermes Interactive,"Team17 Digital Ltd,Team17 Digital Ltd","Indie,Simulation,Funny","Single-player,Steam Achievements,Full controller support,Steam Workshop","Indie,Simulation",,,
in defense of aliens,,Kicksome Entertainment,"Kicksome Entertainment,Kicksome Entertainment","Early Access,Strategy,Action,RPG,Indie,Early Access,Tower Defense,Multiplayer,Co-op,Local Co-Op,Sci-fi,Online Co-Op,Funny,Singleplayer,Third-Person Shooter,Third Person,Cartoony,Fantasy,Female Protagonist","Single-player,Multi-player,Online Multi-Player,Local Multi-Player,Co-op,Online Co-op,Local Co-op,Shared/Split Screen,Steam Achievements,Full controller support,Steam is learning about this game 
									","Action,Indie,RPG,Strategy,Early Access",,"Minimum:,OS:,Windows 7 (64-bit),Processor:,Intel 2.3 Ghz Core i5 or AMD equivalent,Memory:,6 GB RAM,Graphics:,GeForce GTX 560 or AMD equivalent,DirectX:,Version 11,Network:,Broadband Internet connection,Storage:,2 GB available space",
haven,,The Game Bakers,"The Game Bakers,The Game Bakers","RPG,Indie,Adventure,Singleplayer,Story Rich,Great Soundtrack,Local Co-Op,Female Protagonist,Atmospheric,Action,Exploration,Open World,Casual,JRPG,Beautiful","Single-player,Local Co-op,Steam Achievements,Full controller support","Adventure,Indie,RPG",,,
silent doom,,Bloody Pixel,"Bloody Pixel,Bloody Pixel","Action,Adventure,Simulation,Indie,RPG,Casual,Gore,Violent,Shooter,Difficult,Atmospheric,Dark,First-Person,Singleplayer,Retro,Survival Horror","Single-player,Co-op,Local Co-op,Steam Achievements,Steam Cloud,Stats,Steam Leaderboards,Profile Features Limited 
									","Action,Adventure,Casual,Indie,RPG,Simulation"," Mature Content Description  The developers describe the content like this:  The game contains non-realistic depictions of violence, some hinted at suggestive themes, and frequent scary imagery.  ",,
car manufacture,,Pixel Flipper S.A.,"PlayWay S.A.,PlayWay S.A.","Simulation,Strategy,Management,Old School,Retro,Economy,Family Friendly,Building,Time Management,Indie,Resource Management,Sandbox,Historical,Singleplayer,Atmospheric,Funny,Realistic,Replay Value,3D,Racing",Single-player,"Simulation,Strategy",,,
sea salt,,YCJY Games,"YCJY Games,YCJY Games","Action,Strategy,Indie,Adventure,Lovecraftian,Pixel Graphics,Horror,RTS,Dark Fantasy,Singleplayer,Gothic","Single-player,Steam Achievements,Full controller support,Steam is learning about this game 
									","Action,Adventure,Indie,Strategy",,"Minimum:,OS:,Windows XP,Processor:,Dual Core,Memory:,2 GB RAM,Graphics:,GeForce 7600 GT (256 MB), Intel HD Graphics 4400 (Shared), Radeon X1600 XT (256 MB),Storage:,500 MB available space",
lightstep chronicles,,Eipix Entertainment,"Eipix Entertainment,Eipix Entertainment","Indie,Adventure,Atmospheric,Singleplayer,Story Rich,Psychological Horror,Puzzle,First-Person,Horror,Great Soundtrack,Dark,Survival,Action,Stealth,Survival Horror","Single-player,Steam Achievements,Captions available,Steam Cloud,Steam is learning about this game 
									","Adventure,Indie",,"Minimum:,OS:,64-bit Windows 10 / 8.1 / 7,Processor:,Intel Core i3-2100 (3.1GHz) or AMD Phenom X4 945 (3.0GHz),Memory:,6 GB RAM,Graphics:,NVIDIA GeForce Gtx 660 2GB or AMD equivalent graphics,DirectX:,Version 11,Storage:,4 GB available space",
airborne kingdom,,The Wandering Band LLC,"The Wandering Band LLC,The Wandering Band LLC","Strategy,Simulation,Indie,City Builder,Base Building,Building,Exploration,Sandbox,3D,Relaxing,Colorful,Stylized,Economy,Resource Management,Singleplayer,Real-Time with Pause","Single-player,Steam Achievements,Steam Cloud,Steam is learning about this game 
									","Indie,Simulation,Strategy",,"Minimum:,OS:,Microsoft Windows 7/8/10,Processor:,Intel Core 2 Duo, 2.0GHz or AMD Athlon 64 X2 6400+, 2.5GHz,Memory:,4 GB RAM,Graphics:,nVIDIA GeForce GTX 260 256mb or ATI Radeon HD 5670 256mb or Intel HD Graphics 4600,Storage:,1 GB available space",
crystar,,FURYU Corporation,"Spike Chunsoft Co., Ltd.,Spike Chunsoft Co., Ltd.","RPG,Action,Anime,Female Protagonist,JRPG","Single-player,Steam Achievements,Steam Trading Cards,Partial Controller Support,Steam Cloud","Action,RPG",,"Minimum:,Requires a 64-bit processor and operating system,OS:,Windows 7 64-bit,Processor:,Intel Core i3-4170 @ 3.70GHz,Memory:,4 GB RAM,Graphics:,NVIDIA@ GeForce@ GTX 460 or better,DirectX:,Version 11,Storage:,10 GB available space,Sound Card:,DirectX compatible soundcard or onboard chipset",
clea,,InvertMouse,"InvertMouse,InvertMouse","Adventure,Indie,Action,Anime,Psychological,Puzzle,Horror,Psychological Horror,Survival Horror","Single-player,Steam Achievements,Full controller support,Steam is learning about this game 
									","Action,Adventure,Indie", Mature Content Description  The developers describe the content like this:  This game contains themes/depictions of death and suicide.  ,,
my little blacksmith shop,,"Dasius,Noble Games Studio","Noble Games Studio,Noble Games Studio","Early Access,Simulation,Early Access,Casual","Single-player,Multi-player,Partial Controller Support,Steam is learning about this game 
									","Casual,Simulation,Early Access",,,
quaver,,Swan,"Swan,Swan","Free to Play,Indie,Casual,Rhythm,Competitive","Single-player,Online Multi-Player,Steam Achievements,Steam Workshop,Stats,Includes level editor,Steam is learning about this game 
									","Casual,Free to Play,Indie",,"Minimum:,Requires a 64-bit processor and operating system,OS:,Windows 7 or newer,Processor:,Intel Pentium III,Memory:,1 GB RAM,Graphics:,OpenGL 2.0 Compatible,Network:,Broadband Internet connection,Storage:,150 MB available space,Additional Notes:,Additional disk space required may depend on the amount of imported songs,Minimum:,Requires a 64-bit processor and operating system,OS:,Any Linux Distribution,Processor:,Intel Pentium III,Memory:,1 GB RAM,Graphics:,OpenGL 2.0 Compatible,Network:,Broadband Internet connection,Storage:,150 MB available space,Additional Notes:,Additional disk space required may depend on the amount of imported songs",
scp: blackout,,Mahelyk,"None,None","Early Access,Indie,Early Access,Horror,VR,First-Person,Survival Horror","Single-player,Profile Features Limited 
									","Indie,Early Access", Mature Content Description  The developers describe the content like this:  This game contains mature content such as blood and mildly violent themes.  ,"Minimum:,OS:,32/64-bit Windows 7 / 8.1 / 10,Processor:,Intel CPU Core i3,Memory:,4 GB RAM,Graphics:,Nvidia GTX 480 / AMD Radeon HD 5870,Storage:,4 GB available space,Additional Notes:,VR is an optional play style, Desktop allows lower settings",
kimieokuru sora no hana,,Cabbit,"SakuraGame,SakuraGame","Indie,Adventure,RPG,Anime,Visual Novel",Single-player,"Adventure,Indie,RPG",,,
transient,,Stormling Studios,"Iceberg Interactive,Iceberg Interactive","Adventure,Indie,Lovecraftian,Horror,Cyberpunk",Single-player,"Adventure,Indie",,"Minimum:,OS:,Windows 7 64-bit,Processor:,3.60GHz Intel Core i3-4160,Memory:,6 GB RAM,Graphics:,NVIDIA GeForce GTX 480/570/670, ATI Radeon HD 5870/5850,DirectX:,Version 11,Storage:,8 GB available space",
trials of mana,,Square Enix,"Square Enix,Square Enix","RPG,JRPG,Action RPG","Single-player,Steam Achievements,Partial Controller Support",RPG,,"Minimum:,OS:,tbc",
summer in mara,,Chibig,"Chibig,Chibig","Adventure,Indie,Simulation,Crafting,Female Protagonist,Exploration,Relaxing,Cute,Open World,Singleplayer,Casual,Family Friendly,Fishing,Third Person,Base Building,Sandbox,Cartoony,Agriculture","Single-player,Steam Achievements,Full controller support,Steam is learning about this game 
									","Adventure,Indie,Simulation",,"Minimum:,OS:,Windows 7,Processor:,Intel Celeron G1820 / AMD Athlon II X3 455,Memory:,4 GB RAM,Graphics:,NVIDIA GeForce GT 430/ AMD Radeon R5 240,DirectX:,Version 11,Storage:,2 GB available space,Minimum:,OS:,Mac OS X 10.9,Processor:,Quad-core Intel, 2 GHz,Memory:,4 GB RAM,Graphics:,OpenGL 4.1 compatible graphics card,Storage:,2 GB available space",
вкудахте - симулятор соцсети,,Kavkaz Sila Games,"Kavkaz Sila Games,Kavkaz Sila Games","Simulation,Sexual Content","Single-player,Steam Achievements,Profile Features Limited 
									",Simulation," Mature Content Description  The developers describe the content like this:  This Game may contain content not appropriate for all ages, or may not be appropriate for viewing at work: Nudity or Sexual Content, General Mature Content  ",,
8-in-1 iq scale bundle - jump in boogie woogie (ost),,ALEKSANDER CHEPAIKIN,,Indie,"Single-player,Downloadable Content,Steam Achievements,Steam Cloud,Stats,Steam Leaderboards,Profile Features Limited 
									",Indie,,,$0.99 
8-in-1 iq scale bundle - ion (ost),,ALEKSANDER CHEPAIKIN,,Indie,"Single-player,Downloadable Content,Steam Achievements,Steam Cloud,Stats,Steam Leaderboards,Profile Features Limited 
									",Indie,,,$0.99 
